,gsId,name,type,gradeRange,enrollment,city,state,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,schoolStatsLink,parentRating,districtId,district,districtNCESId,gsRating
263,578,Ridgetop Elementary School,public,PK-5,302,Austin,TX,"5005 Caswell Avenue, 
Austin, TX  78751",(512) 414-4469,(512) 459-9187,http://ridgetoprattlers.com/,480894000352,30.311796,-97.716255,https://www.greatschools.org/texas/austin/578-Ridgetop-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=578&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=578&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/578,4,115,Austin Independent School District,4808940,5
264,5409,River Oaks Elementary School,public,PK-5,523,Austin,TX,"12401 Scofield Farms Drive, 
Austin, TX  78758",(512) 594-5000,(512) 594-5005,http://www.pfisd.net/Domain/27,483483005489,30.408642,-97.68686,https://www.greatschools.org/texas/austin/5409-River-Oaks-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5409&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5409&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5409,3,793,Pflugerville Independent School District,4834830,5
265,11937,River Place Elementary School,public,PK-5,800,Austin,TX,"6500 Sitio Del Rio Boulevard, 
Austin, TX  78730",(512) 570-6900,(512) 570-6905,http://riverplace.leanderisd.org/,482703011528,30.38982,-97.84521,https://www.greatschools.org/texas/austin/11937-River-Place-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=11937&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=11937&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/11937,4,596,Leander Independent School District,4827030,8
266,18850,River Ridge Elementary School,public,PK-5,815,Austin,TX,"12900 Tierra Grande Trail, 
Austin, TX  78732",(512) 570-7300,(512) 570-7305,http://riverridge.leanderisd.org/,482703011991,30.34612,-97.91629,https://www.greatschools.org/texas/austin/18850-River-Ridge-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=18850&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=18850&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/18850,5,596,Leander Independent School District,4827030,10
267,8617,Rodriguez Elementary School,public,PK-5,793,Austin,TX,"4400 Franklin Park Drive, 
Austin, TX  78744",(512) 841-7200,(512) 841-7205,,480894008392,30.200659,-97.74725,https://www.greatschools.org/texas/austin/8617-Rodriguez-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=8617&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=8617&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/8617,3,115,Austin Independent School District,4808940,2
268,598,Rosedale,public,PK-12,239,Austin,TX,"2117 West 49th Street, 
Austin, TX  78756",(512) 414-3617,(512) 458-6754,,480894005396,30.320051,-97.74019,https://www.greatschools.org/texas/austin/598-Rosedale/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=598&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=598&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/598,5,115,Austin Independent School District,4808940,1
269,11215,Rutledge Elementary School,public,PK-5,766,Austin,TX,"11501 Staked Plains Drive, 
Austin, TX  78717",(512) 570-6500,(512) 570-6505,http://rutledge.leanderisd.org/,482703011113,30.497648,-97.7935,https://www.greatschools.org/texas/austin/11215-Rutledge-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=11215&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=11215&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/11215,5,596,Leander Independent School District,4827030,9
270,7293,Sacred Heart Catholic School,private,PK-6,,Austin,TX,"5911 Reicher Drive, 
Austin, TX  78723",(512) 926-0687,,,01323199,30.303,-97.6774,https://www.greatschools.org/texas/austin/7293-Sacred-Heart-Catholic-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7293&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7293&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7293,,,,,
271,25080,Sadler Means Ywla,public,6-8,341,Austin,TX,"6401 North Hampton Drive, 
Austin, TX  78723",(512) 414-3234,(512) 926-6146,,,30.313578,-97.68073,https://www.greatschools.org/texas/austin/25080-Sadler-Means-Ywla/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=25080&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=25080&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/25080,,115,Austin Independent School District,4808940,2
272,11555,San Juan Diego Catholic High School,private,8-12,152,Austin,TX,"800 Herndon Lane, 
Austin, TX  78704",(512) 804-1935,(512) 804-1937,http://www.sjdchs.org,A0303094,30.240438,-97.763725,https://www.greatschools.org/texas/austin/11555-San-Juan-Diego-Catholic-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=11555&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=11555&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/11555,4,,,,
273,579,Sanchez Elementary School,public,PK-5,436,Austin,TX,"73 San Marcos Street, 
Austin, TX  78702",(512) 414-4423,(512) 472-9493,http://sanchez.austinschools.org/,480894000355,30.257992,-97.735054,https://www.greatschools.org/texas/austin/579-Sanchez-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=579&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=579&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/579,3,115,Austin Independent School District,4808940,5
274,20136,Schoolhouse Academy,private,K-2,12,Austin,TX,"13740 Research Blvd., 
Austin, TX  78750",(512) 382-9632,,http://www.SchoolhouseA.com,,30.45932,-97.794205,https://www.greatschools.org/texas/austin/20136-Schoolhouse-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20136&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20136&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/20136,,,,,
275,24673,Sci-Tech Preparatory,charter,6-12,252,Austin,TX,"6405 South Interstate 35 Frontage Road, 
Austin, TX  78744",(512) 220-9120,(512) 842-9308,www.waysideschools.org/stp,,30.191423,-97.767136,https://www.greatschools.org/texas/austin/24673-Sci-Tech-Preparatory/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=24673&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=24673&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/24673,,43,Wayside Schools,4800044,3
276,24441,Scotish Rite Dyslexia Center,private,5,,Austin,TX,"12871 U.S. 183, 
Austin, TX  78750",(512) 472-1231,,,BB122212,30.436186,-97.77224,https://www.greatschools.org/texas/austin/24441-Scotish-Rite-Dyslexia-Center/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=24441&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=24441&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/24441,,,,,
277,11956,Serene Hills Elementary School,public,PK-5,762,Austin,TX,"3322 Ranch Road 620 South, 
Austin, TX  78738",(512) 533-7400,(512) 533-7401,,482647011479,30.327839,-97.96536,https://www.greatschools.org/texas/austin/11956-Serene-Hills-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=11956&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=11956&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/11956,4,583,Lake Travis Independent School District,4826470,9
278,8495,Settlement Home,charter,6-12,34,Austin,TX,"1600 Payton Gin Road, 
Austin, TX  78758",(512) 751-4534,(512) 232-9177,www.utcharter.org,480007108383,30.365156,-97.71341,https://www.greatschools.org/texas/austin/8495-Settlement-Home/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=8495&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=8495&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/8495,3,70,University Of Texas University Charter School,4800071,1
279,11575,Shoreline Christian School,private,PK-7,,Austin,TX,"15201 Burnet Road, 
Austin, TX  78728",(512) 310-7358,(512) 310-1175,http://www.scs1.org/,A0303129,30.45918,-97.69389,https://www.greatschools.org/texas/austin/11575-Shoreline-Christian-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=11575&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=11575&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/11575,3,,,,
280,580,Sims Elementary School,public,PK-6,228,Austin,TX,"1203 Springdale Road, 
Austin, TX  78721",(512) 414-4488,(512) 841-1282,,480894000356,30.27941,-97.6854,https://www.greatschools.org/texas/austin/580-Sims-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=580&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=580&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/580,5,115,Austin Independent School District,4808940,3
281,20086,Skybridge Academy,private,6-12,40,Austin,TX,"13317 Fitzhugh Rd, 
Austin, TX  78736",(512) 484-4976,(888) 309-5596,www.skybridgeatx.com,,30.231865,-98.001045,https://www.greatschools.org/texas/austin/20086-Skybridge-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20086&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20086&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/20086,5,,,,
282,8615,Small Middle School,public,6-8,1003,Austin,TX,"4801 Monterey Oaks Boulevard, 
Austin, TX  78749",(512) 841-6700,(512) 841-6703,http://www.smallmiddleschool.org/,480894008390,30.233706,-97.842,https://www.greatschools.org/texas/austin/8615-Small-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=8615&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=8615&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/8615,4,115,Austin Independent School District,4808940,5
283,2033,Smith Elementary School,public,PK-5,830,Austin,TX,"4209 Smith School Road, 
Austin, TX  78744",(512) 386-3850,(512) 386-3855,www.dvisd.net,481662001427,30.195934,-97.71339,https://www.greatschools.org/texas/austin/2033-Smith-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=2033&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=2033&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/2033,3,315,Del Valle Independent School District,4816620,5
284,18787,Southwest Austin Middle School,private,6-8,10,Austin,TX,"4021 So. Loop 360, 
Austin, TX  78704",(512) 415-3198,,,,30.2392,-97.79944,https://www.greatschools.org/texas/austin/18787-Southwest-Austin-Middle-School-/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=18787&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=18787&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/18787,5,,,,
285,5877,Spicewood Elementary School,public,K-5,795,Austin,TX,"11601 Olson Drive, 
Austin, TX  78750",(512) 428-3600,(512) 428-3690,schools.roundrockisd.org/spicewood/,483808004257,30.444965,-97.80434,https://www.greatschools.org/texas/austin/5877-Spicewood-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5877&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5877&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5877,4,870,Round Rock Independent School District,4838080,10
286,7303,St Austin Catholic School,private,PK-8,220,Austin,TX,"1911 San Antonio Street, 
Austin, TX  78705",(512) 477-3751,(512) 477-3079,http://www.staustinschool.org,01323326,30.283016,-97.74282,https://www.greatschools.org/texas/austin/7303-St-Austin-Catholic-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7303&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7303&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7303,4,,,,
287,20569,St Dominic Savio Catholic High School,private,9-12,371,Austin,TX,"9300 Neenah Avenue, 
Austin, TX  78717",(512) 388-8846,,,A1190093,30.489943,-97.75919,https://www.greatschools.org/texas/austin/20569-St-Dominic-Savio-Catholic-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20569&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20569&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/20569,5,,,,
288,581,St Elmo El,public,PK-5,292,Austin,TX,"600 West Saint Elmo Road, 
Austin, TX  78745",(512) 414-4477,(512) 442-6871,,480894000357,30.222063,-97.77338,https://www.greatschools.org/texas/austin/581-St-Elmo-El/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=581&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=581&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/581,4,115,Austin Independent School District,4808940,6
289,10057,St Francis School,private,PK-8,403,Austin,TX,"300 East Huntland Drive, 
Austin, TX  78752",(512) 454-0848,(512) 453-2982,http://www.stfrancis-school.org/,A0503477,30.331245,-97.71006,https://www.greatschools.org/texas/austin/10057-St-Francis-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=10057&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=10057&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/10057,5,,,,
290,7302,St Ignatius Martyr School,private,PK-8,237,Austin,TX,"120 West Oltorf Street, 
Austin, TX  78704",(512) 442-8547,(512) 442-8685,,01323315,30.23927,-97.75429,https://www.greatschools.org/texas/austin/7302-St-Ignatius-Martyr-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7302&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7302&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7302,4,,,,
291,7305,St Louis School,private,PK-8,241,Austin,TX,"2114 Saint Joseph Boulevard, 
Austin, TX  78757",(512) 614-6622,(512) 454-7252,http://www.slcsaustin.org,01323348,30.35219,-97.733,https://www.greatschools.org/texas/austin/7305-St-Louis-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7305&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7305&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7305,4,,,,
292,7447,St Stephens Episcopal School,private,6-12,688,Austin,TX,"6500 Saint Stephens Drive, 
Austin, TX  78746",(512) 327-1213,,http://www.sstx.org/,01325924,30.331476,-97.815834,https://www.greatschools.org/texas/austin/7447-St-Stephens-Episcopal-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7447&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7447&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7447,4,,,,
293,7448,St. Andrew's Episcopal School,private,K-12,890,Austin,TX,"1112 W 31st St, 
Austin, TX  78705",(512) 299-9800,,,01325935,30.301983,-97.748276,https://www.greatschools.org/texas/austin/7448-St.-Andrew's-Episcopal-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7448&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7448&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7448,4,,,,
294,8428,St. Gabriel's Catholic School,private,PK-8,457,Austin,TX,"2500 Wimberly Ln, 
Austin, TX  78735",(512) 327-7755,(512) 327-4334,,A9904286,30.292027,-97.8712,https://www.greatschools.org/texas/austin/8428-St.-Gabriel's-Catholic-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=8428&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=8428&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/8428,4,,,,
295,7755,St. Michael's Catholic Academy,private,9-12,364,Austin,TX,"3000 Barton Creek Blvd, 
Austin, TX  78735",(512) 328-2323,(512) 328-2327,,02121737,30.2864,-97.8749,https://www.greatschools.org/texas/austin/7755-St.-Michael's-Catholic-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7755&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7755&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7755,4,,,,
296,7495,St. Paul Lutheran School,private,PK-8,80,Austin,TX,"3407 Red River Street, 
Austin, TX  78705",(512) 472-3313,(512) 469-0785,http://www.splaustin.com,01326815,30.29324,-97.72531,https://www.greatschools.org/texas/austin/7495-St.-Paul-Lutheran-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7495&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7495&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7495,5,,,,
297,7771,St. Theresas Catholic School,private,PK-8,390,Austin,TX,"4311 Small Drive, 
Austin, TX  78731",(512) 451-7105,(512) 451-8808,http://www.st-theresa.org,02186149,30.342485,-97.77419,https://www.greatschools.org/texas/austin/7771-St.-Theresas-Catholic-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7771&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7771&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7771,4,,,,
298,4260,Steiner Ranch Elementary School,public,PK-5,655,Austin,TX,"4001 North Quinlan Park Road, 
Austin, TX  78732",(512) 570-5700,(512) 570-5705,http://steiner.leanderisd.org/,482703007498,30.379328,-97.88424,https://www.greatschools.org/texas/austin/4260-Steiner-Ranch-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=4260&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=4260&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/4260,4,596,Leander Independent School District,4827030,9
299,7816,Strickland School,private,PK-8,180,Austin,TX,"P.O. Box 150413, 
Austin, TX  78715",(512) 447-1447,,,A9106521,30.447,-97.749,https://www.greatschools.org/texas/austin/7816-Strickland-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7816&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7816&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7816,4,,,,
300,582,Summitt Elementary School,public,PK-5,774,Austin,TX,"12207 Brigadoon Lane, 
Austin, TX  78727",(512) 414-4484,(512) 832-1458,http://summitteagles.org/,480894000358,30.418608,-97.71907,https://www.greatschools.org/texas/austin/582-Summitt-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=582&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=582&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/582,4,115,Austin Independent School District,4808940,8
301,12005,TNS Academy,private,K-5,30,Austin,TX,"3901 Shoal Creek Blvd., 
Austin, TX  78756",(512) 626-3086,,http://www.tnsacademy.org,A0790176,30.3098,-97.7483,https://www.greatschools.org/texas/austin/12005-TNS-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=12005&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=12005&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/12005,5,,,,
302,101,Texas Empowerment Academy,charter,3-12,108,Austin,TX,"3613 Bluestein Drive, 
Austin, TX  78721",(512) 494-1076,(512) 494-0199,http://www.texasempowerment.org/,480006608057,30.272999,-97.6724,https://www.greatschools.org/texas/austin/101-Texas-Empowerment-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=101&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=101&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/101,4,65,Texas Empowerment Academy,4800066,7
303,20006,Texas Empowerment Academy Elementary School,charter,K-2,163,Austin,TX,"6414 North Hampton Drive, 
Austin, TX  78723",(512) 494-1076,(512) 494-1009,,480006612411,30.314514,-97.68152,https://www.greatschools.org/texas/austin/20006-Texas-Empowerment-Academy-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20006&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20006&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/20006,3,65,Texas Empowerment Academy,4800066,4
304,9367,Texas School For The Blind,public,1-12,146,Austin,TX,"1100 West 45th Street, 
Austin, TX  78756",(512) 206-9167,(512) 206-9453,,480025209536,30.314978,-97.73932,https://www.greatschools.org/texas/austin/9367-Texas-School-For-The-Blind/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=9367&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=9367&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/9367,5,1277,Texas Sch For The Blind & Visually Impaired,4800252,1
305,9369,Texas School For The Deaf,public,PK-12,530,Austin,TX,"1102 South Congress Avenue, 
Austin, TX  78704",(512) 462-5353,(512) 462-5313,www.tsd.state.tx.us,480025309537,30.253044,-97.75117,https://www.greatschools.org/texas/austin/9369-Texas-School-For-The-Deaf/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=9369&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=9369&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/9369,4,1279,Texas Sch For The Deaf,4800253,1
306,7789,The Children's School,private,PK-4,149,Austin,TX,"2825 Hancock Drive, 
Austin, TX  78731",(512) 453-1126,,http://thechildrensschool.org/,A9106444,30.327642,-97.7507,https://www.greatschools.org/texas/austin/7789-The-Children's-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7789&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7789&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7789,4,,,,
307,20007,The East Austin College Prep Acade,charter,PK-5,272,Austin,TX,"6002 Jain Lane, 
Austin, TX  78721",(512) 287-5000,(512) 928-1440,http://www.eaprep.org/,480141412335,30.26109,-97.682686,https://www.greatschools.org/texas/austin/20007-The-East-Austin-College-Prep-Acade/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20007&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20007&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/20007,2,1375,Promesa Public Schools,4801414,6
308,20402,The East Austin College Prep At Ml,charter,6-12,575,Austin,TX,"5800 East Martin Luther King Junior Boulevard, 
Austin, TX  78721",(512) 287-5050,(512) 928-1440,,,30.287785,-97.66676,https://www.greatschools.org/texas/austin/20402-The-East-Austin-College-Prep-At-Ml/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20402&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20402&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/20402,1,1375,Promesa Public Schools,4801414,3
309,25244,The Excel Center,charter,9-12,,Austin,TX,"1015 Norwood Park Boulevard, 
Austin, TX  78753",(512) 531-5500,(512) 531-5500,,,30.339088,-97.69408,https://www.greatschools.org/texas/austin/25244-The-Excel-Center/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=25244&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=25244&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/25244,,1447,The Excel Center,,
310,25102,The Excel Center (For Adults),charter,9-12,132,Austin,TX,"1015 Norwood Park Boulevard, 
Austin, TX  78753",(512) 531-5500,(512) 339-5299,,,30.339088,-97.69408,https://www.greatschools.org/texas/austin/25102-The-Excel-Center-(For-Adults)/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=25102&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=25102&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/25102,,1440,The Excel Center (For Adults),4801448,
311,8109,The Isely School,private,K-3,,Austin,TX,"2301 Shoal Creek Boulevard, 
Austin, TX  78705",(512) 478-1277,,,A9707982,30.2874,-97.7519,https://www.greatschools.org/texas/austin/8109-The-Isely-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=8109&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=8109&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/8109,4,,,,
312,20796,The Joule School,private,PK-6,25,Austin,TX,"3402 Little Elm Trail, 
Austin, TX  78752",(818) 925-6853,,http://www.jouleschool.com,,30.462997,-97.81732,https://www.greatschools.org/texas/austin/20796-The-Joule-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20796&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20796&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/20796,5,,,,
313,20119,The Keystone School,private,6-12,,Austin,TX,"1701 N. Congress Avenue, 
Austin, TX  78701",(800) 255-4937,,http://keystoneschoolonline.com/,,30.278719,-97.73881,https://www.greatschools.org/texas/austin/20119-The-Keystone-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20119&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20119&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/20119,,,,,
314,20124,The Magellan International School,private,PK-8,432,Austin,TX,"7130 Chimney Corners, 
Austin, TX  78731",(512) 782-2327,(512) 519-8796,www.magellanschool.org,A0990126,30.358206,-97.76095,https://www.greatschools.org/texas/austin/20124-The-Magellan-International-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20124&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20124&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/20124,5,,,,
315,20137,The Magnolia School,private,PK-8 & ungraded,15,Austin,TX,"2903 Ranch Road 620, 
Austin, TX  78734",(512) 590-2564,,http://themagnoliaschoolatx.com,,30.38985,-97.938255,https://www.greatschools.org/texas/austin/20137-The-Magnolia-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20137&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20137&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/20137,5,,,,
